start,destination,km,price
Kopar,Cotton Green,8,5
Kopar,Panvel,21,15
Kopar,Bhandup,23,15
Kopar,Naigaon,8,5
Kopar,Churchgate,49,20
Kopar,Vashi,12,10
Kopar,Kalwa,2,5
Kopar,Reay Road,30,15
Kopar,Mahim Junction,34,15
Kopar,Thane,24,15
Kopar,Nallasopara,26,15
Kopar,Vasai Road,19,10
Kopar,Virar,20,10
Vile Parle,Dadar,49,20
Vile Parle,Goregaon,12,10
Vile Parle,Sandhurst Road,16,10
Vile Parle,Dombivli,39,20
Vile Parle,Vikhroli,46,20
Vile Parle,Kurla,15,10
Vile Parle,Grant Road,40,20
Vile Parle,Santacruz,5,5
Vile Parle,Byculla,7,5
Vile Parle,Wadala Road,44,20
Vile Parle,Marine Lines,31,15
Vile Parle,Dockyard Road,5,5
Vile Parle,Ghatkopar,48,20
Vile Parle,Mulund,8,5
Vile Parle,Nahur,41,20
Vile Parle,Thakurli,6,5
Vile Parle,Chunabhatti,23,15
Vile Parle,Mahalaxmi,28,15
Vile Parle,Currey Road,39,20
Vile Parle,Bhayandar,23,15
Vile Parle,Matunga Road,30,15
Vile Parle,Malad,34,15
Vile Parle,Chhatrapati Shivaji Maharaj Terminus,3,5
Vile Parle,Kopar,35,15
Vile Parle,Chinchpokli,10,10
Vile Parle,Kalyan Junction,46,20
Vile Parle,Lower Parel,20,10
Vile Parle,Masjid,43,20
Vile Parle,Mira Road,3,5
Vile Parle,Andheri,4,5
Vile Parle,Mumbra,21,15
Vile Parle,Tilak Nagar,31,15
Vile Parle,Sion,44,20
Vile Parle,Dahisar,10,10
Vile Parle,Prabhadevi,34,15
Vile Parle,Parel,42,20
Vile Parle,Chembur,44,20
Vile Parle,Sanpada,46,20
Vile Parle,Kanjur Marg,20,10
Vile Parle,Charni Road,24,15
Vile Parle,Diva Junction,7,5
Vile Parle,Ram Mandir,33,15
Vile Parle,Matunga,25,15
Vile Parle,Mankhurd,28,15
Vile Parle,Borivali,49,20
Vile Parle,Guru Tegh Bahadur Nagar,23,15
Vile Parle,Mumbai Central,7,5
Vile Parle,Bandra,22,15
Vile Parle,Sewri,39,20
Vile Parle,Vidyavihar,12,10
Vile Parle,Khar Road,33,15
Vile Parle,Kandivli,43,20
Vile Parle,Jogeshwari,7,5
Vile Parle,Cotton Green,24,15
Vile Parle,Panvel,37,20
Vile Parle,Bhandup,7,5
Vile Parle,Naigaon,42,20
Vile Parle,Churchgate,15,10
Vile Parle,Vashi,24,15
Vile Parle,Kalwa,18,10
Vile Parle,Reay Road,46,20
Vile Parle,Mahim Junction,50,20
Vile Parle,Thane,8,5
Vile Parle,Nallasopara,10,10
Vile Parle,Vasai Road,3,5
Vile Parle,Virar,4,5
Chinchpokli,Dadar,40,20
Chinchpokli,Goregaon,49,20
Chinchpokli,Sandhurst Road,25,15
Chinchpokli,Dombivli,48,20
Chinchpokli,Vikhroli,5,5
Chinchpokli,Kurla,24,15
Chinchpokli,Grant Road,31,15
Chinchpokli,Santacruz,14,10
Chinchpokli,Byculla,16,10
Chinchpokli,Wadala Road,3,5
Chinchpokli,Marine Lines,40,20
Chinchpokli,Dockyard Road,14,10
Chinchpokli,Ghatkopar,7,5
Chinchpokli,Mulund,17,10
Chinchpokli,Nahur,50,20
Chinchpokli,Thakurli,15,10
Chinchpokli,Chunabhatti,32,15
Chinchpokli,Mahalaxmi,37,20
Chinchpokli,Currey Road,48,20
Chinchpokli,Bhayandar,32,15
Chinchpokli,Matunga Road,21,15
Chinchpokli,Malad,43,20
Chinchpokli,Chhatrapati Shivaji Maharaj Terminus,8,5
Chinchpokli,Kopar,44,20
Chinchpokli,Vile Parle,10,10
Chinchpokli,Kalyan Junction,5,5
Chinchpokli,Lower Parel,29,15
Chinchpokli,Masjid,2,5
Chinchpokli,Mira Road,12,10
Chinchpokli,Andheri,13,10
Chinchpokli,Mumbra,12,10
Chinchpokli,Tilak Nagar,40,20
Chinchpokli,Sion,17,10
Chinchpokli,Dahisar,1,5
Chinchpokli,Prabhadevi,43,20
Chinchpokli,Parel,1,5
Chinchpokli,Chembur,35,15
Chinchpokli,Sanpada,15,10
Chinchpokli,Kanjur Marg,29,15
Chinchpokli,Charni Road,15,10
Chinchpokli,Diva Junction,16,10
Chinchpokli,Ram Mandir,42,20
Chinchpokli,Matunga,36,20
Chinchpokli,Mankhurd,37,20
Chinchpokli,Borivali,8,5
Chinchpokli,Guru Tegh Bahadur Nagar,32,15
Chinchpokli,Mumbai Central,16,10
Chinchpokli,Bandra,31,15
Chinchpokli,Sewri,48,20
Chinchpokli,Vidyavihar,21,15
Chinchpokli,Khar Road,28,15
Chinchpokli,Kandivli,2,5
Chinchpokli,Jogeshwari,16,10
Chinchpokli,Cotton Green,37,20
Chinchpokli,Panvel,28,15
Chinchpokli,Bhandup,16,10
Chinchpokli,Naigaon,1,5
Chinchpokli,Churchgate,6,5
Chinchpokli,Vashi,33,15
Chinchpokli,Kalwa,43,20
Chinchpokli,Reay Road,15,10
Chinchpokli,Mahim Junction,11,10
Chinchpokli,Thane,17,10
Chinchpokli,Nallasopara,19,10
Chinchpokli,Vasai Road,12,10
Chinchpokli,Virar,13,10
Kalyan Junction,Dadar,44,20
Kalyan Junction,Goregaon,7,5
Kalyan Junction,Sandhurst Road,31,15
Kalyan Junction,Dombivli,8,5
Kalyan Junction,Vikhroli,1,5
Kalyan Junction,Kurla,32,15
Kalyan Junction,Grant Road,35,15
Kalyan Junction,Santacruz,42,20
Kalyan Junction,Byculla,40,20
Kalyan Junction,Wadala Road,3,5
Kalyan Junction,Marine Lines,16,10
Kalyan Junction,Dockyard Road,42,20
Kalyan Junction,Ghatkopar,49,20
Kalyan Junction,Mulund,39,20
Kalyan Junction,Nahur,6,5
Kalyan Junction,Thakurli,41,20
Kalyan Junction,Chunabhatti,28,15
Kalyan Junction,Mahalaxmi,19,10
Kalyan Junction,Currey Road,8,5
Kalyan Junction,Bhayandar,24,15
Kalyan Junction,Matunga Road,25,15
Kalyan Junction,Malad,13,10
Kalyan Junction,Chhatrapati Shivaji Maharaj Terminus,48,20
Kalyan Junction,Kopar,12,10
Kalyan Junction,Vile Parle,46,20
Kalyan Junction,Chinchpokli,5,5
Kalyan Junction,Lower Parel,27,15
Kalyan Junction,Masjid,4,5
Kalyan Junction,Mira Road,44,20
Kalyan Junction,Andheri,43,20
Kalyan Junction,Mumbra,16,10
Kalyan Junction,Tilak Nagar,16,10
Kalyan Junction,Sion,39,20
Kalyan Junction,Dahisar,5,5
Kalyan Junction,Prabhadevi,13,10
Kalyan Junction,Parel,5,5
Kalyan Junction,Chembur,39,20
Kalyan Junction,Sanpada,41,20
Kalyan Junction,Kanjur Marg,27,15
Kalyan Junction,Charni Road,19,10
Kalyan Junction,Diva Junction,40,20
Kalyan Junction,Ram Mandir,14,10
Kalyan Junction,Matunga,20,10
Kalyan Junction,Mankhurd,19,10
Kalyan Junction,Borivali,48,20
Kalyan Junction,Guru Tegh Bahadur Nagar,24,15
Kalyan Junction,Mumbai Central,40,20
Kalyan Junction,Bandra,25,15
Kalyan Junction,Sewri,8,5
Kalyan Junction,Vidyavihar,35,15
Kalyan Junction,Khar Road,28,15
Kalyan Junction,Kandivli,4,5
Kalyan Junction,Jogeshwari,40,20
Kalyan Junction,Cotton Green,19,10
Kalyan Junction,Panvel,32,15
Kalyan Junction,Bhandup,40,20
Kalyan Junction,Naigaon,5,5
Kalyan Junction,Churchgate,10,10
Kalyan Junction,Vashi,23,15
Kalyan Junction,Kalwa,13,10
Kalyan Junction,Reay Road,41,20
Kalyan Junction,Mahim Junction,45,20
Kalyan Junction,Thane,39,20
Kalyan Junction,Nallasopara,37,20
Kalyan Junction,Vasai Road,8,5
Kalyan Junction,Virar,43,20
Lower Parel,Dadar,18,10
Lower Parel,Goregaon,31,15
Lower Parel,Sandhurst Road,47,20
Lower Parel,Dombivli,20,10
Lower Parel,Vikhroli,27,15
Lower Parel,Kurla,46,20
Lower Parel,Grant Road,9,5
Lower Parel,Santacruz,36,20
Lower Parel,Byculla,38,20
Lower Parel,Wadala Road,25,15
Lower Parel,Marine Lines,12,10
Lower Parel,Dockyard Road,36,20
Lower Parel,Ghatkopar,29,15
Lower Parel,Mulund,39,20
Lower Parel,Nahur,22,15
Lower Parel,Thakurli,37,20
Lower Parel,Chunabhatti,4,5
Lower Parel,Mahalaxmi,9,5
Lower Parel,Currey Road,20,10
Lower Parel,Bhayandar,4,5
Lower Parel,Matunga Road,49,20
Lower Parel,Malad,15,10
Lower Parel,Chhatrapati Shivaji Maharaj Terminus,22,15
Lower Parel,Kopar,16,10
Lower Parel,Vile Parle,20,10
Lower Parel,Chinchpokli,29,15
Lower Parel,Kalyan Junction,27,15
Lower Parel,Masjid,24,15
Lower Parel,Mira Road,34,15
Lower Parel,Andheri,35,15
Lower Parel,Mumbra,40,20
Lower Parel,Tilak Nagar,12,10
Lower Parel,Sion,13,10
Lower Parel,Dahisar,29,15
Lower Parel,Prabhadevi,15,10
Lower Parel,Parel,23,15
Lower Parel,Chembur,13,10
Lower Parel,Sanpada,15,10
Lower Parel,Kanjur Marg,1,5
Lower Parel,Charni Road,43,20
Lower Parel,Diva Junction,38,20
Lower Parel,Ram Mandir,14,10
Lower Parel,Matunga,44,20
Lower Parel,Mankhurd,43,20
Lower Parel,Borivali,30,15
Lower Parel,Guru Tegh Bahadur Nagar,4,5
Lower Parel,Mumbai Central,38,20
Lower Parel,Bandra,3,5
Lower Parel,Sewri,20,10
Lower Parel,Vidyavihar,43,20
Lower Parel,Khar Road,2,5
Lower Parel,Kandivli,24,15
Lower Parel,Jogeshwari,38,20
Lower Parel,Cotton Green,43,20
Lower Parel,Panvel,6,5
Lower Parel,Bhandup,38,20
Lower Parel,Naigaon,23,15
Lower Parel,Churchgate,34,15
Lower Parel,Vashi,5,5
Lower Parel,Kalwa,37,20
Lower Parel,Reay Road,15,10
Lower Parel,Mahim Junction,19,10
Lower Parel,Thane,39,20
Lower Parel,Nallasopara,41,20
Lower Parel,Vasai Road,34,15
Lower Parel,Virar,35,15
Masjid,Dadar,41,20
Masjid,Goregaon,4,5
Masjid,Sandhurst Road,28,15
Masjid,Dombivli,5,5
Masjid,Vikhroli,48,20
Masjid,Kurla,29,15
Masjid,Grant Road,32,15
Masjid,Santacruz,39,20
Masjid,Byculla,37,20
Masjid,Wadala Road,50,20
Masjid,Marine Lines,13,10
Masjid,Dockyard Road,39,20
Masjid,Ghatkopar,46,20
Masjid,Mulund,36,20
Masjid,Nahur,49,20
Masjid,Thakurli,38,20
Masjid,Chunabhatti,31,15
Masjid,Mahalaxmi,36,20
Masjid,Currey Road,5,5
Masjid,Bhayandar,21,15
Masjid,Matunga Road,22,15
Masjid,Malad,10,10
Masjid,Chhatrapati Shivaji Maharaj Terminus,45,20
Masjid,Kopar,9,5
Masjid,Vile Parle,43,20
Masjid,Chinchpokli,2,5
Masjid,Kalyan Junction,4,5
Masjid,Lower Parel,24,15
Masjid,Mira Road,41,20
Masjid,Andheri,40,20
Masjid,Mumbra,13,10
Masjid,Tilak Nagar,13,10
Masjid,Sion,36,20
Masjid,Dahisar,2,5
Masjid,Prabhadevi,10,10
Masjid,Parel,2,5
Masjid,Chembur,36,20
Masjid,Sanpada,38,20
Masjid,Kanjur Marg,24,15
Masjid,Charni Road,16,10
Masjid,Diva Junction,37,20
Masjid,Ram Mandir,11,10
Masjid,Matunga,17,10
Masjid,Mankhurd,16,10
Masjid,Borivali,45,20
Masjid,Guru Tegh Bahadur Nagar,21,15
Masjid,Mumbai Central,37,20
Masjid,Bandra,22,15
Masjid,Sewri,5,5
Masjid,Vidyavihar,32,15
Masjid,Khar Road,25,15
Masjid,Kandivli,1,5
Masjid,Jogeshwari,37,20
Masjid,Cotton Green,16,10
Masjid,Panvel,29,15
Masjid,Bhandup,37,20
Masjid,Naigaon,2,5
Masjid,Churchgate,7,5
Masjid,Vashi,20,10
Masjid,Kalwa,10,10
Masjid,Reay Road,38,20
Masjid,Mahim Junction,42,20
Masjid,Thane,36,20
Masjid,Nallasopara,34,15
Masjid,Vasai Road,11,10
Masjid,Virar,40,20
Mira Road,Dadar,1,5
Mira Road,Goregaon,14,10
Mira Road,Sandhurst Road,14,10
Mira Road,Dombivli,15,10
Mira Road,Vikhroli,44,20
Mira Road,Kurla,13,10
Mira Road,Grant Road,42,20
Mira Road,Santacruz,3,5
Mira Road,Byculla,47,20
Mira Road,Wadala Road,10,10
Mira Road,Marine Lines,29,15
Mira Road,Dockyard Road,3,5
Mira Road,Ghatkopar,6,5
Mira Road,Mulund,6,5
Mira Road,Nahur,39,20
Mira Road,Thakurli,48,20
Mira Road,Chunabhatti,21,15
Mira Road,Mahalaxmi,26,15
Mira Road,Currey Road,15,10
Mira Road,Bhayandar,21,15
Mira Road,Matunga Road,32,15
Mira Road,Malad,32,15
Mira Road,Chhatrapati Shivaji Maharaj Terminus,5,5
Mira Road,Kopar,19,10
Mira Road,Vile Parle,3,5
Mira Road,Chinchpokli,12,10
Mira Road,Kalyan Junction,44,20
Mira Road,Lower Parel,34,15
Mira Road,Masjid,41,20
Mira Road,Andheri,2,5
Mira Road,Mumbra,23,15
Mira Road,Tilak Nagar,29,15
Mira Road,Sion,46,20
Mira Road,Dahisar,12,10
Mira Road,Prabhadevi,32,15
Mira Road,Parel,12,10
Mira Road,Chembur,46,20
Mira Road,Sanpada,48,20
Mira Road,Kanjur Marg,18,10
Mira Road,Charni Road,26,15
Mira Road,Diva Junction,47,20
Mira Road,Ram Mandir,31,15
Mira Road,Matunga,27,15
Mira Road,Mankhurd,26,15
Mira Road,Borivali,5,5
Mira Road,Guru Tegh Bahadur Nagar,31,15
Mira Road,Mumbai Central,47,20
Mira Road,Bandra,32,15
Mira Road,Sewri,37,20
Mira Road,Vidyavihar,10,10
Mira Road,Khar Road,35,15
Mira Road,Kandivli,41,20
Mira Road,Jogeshwari,5,5
Mira Road,Cotton Green,26,15
Mira Road,Panvel,39,20
Mira Road,Bhandup,47,20
Mira Road,Naigaon,12,10
Mira Road,Churchgate,17,10
Mira Road,Vashi,30,15
Mira Road,Kalwa,20,10
Mira Road,Reay Road,48,20
Mira Road,Mahim Junction,2,5
Mira Road,Thane,6,5
Mira Road,Nallasopara,8,5
Mira Road,Vasai Road,1,5
Mira Road,Virar,2,5
Andheri,Dadar,2,5
Andheri,Goregaon,15,10
Andheri,Sandhurst Road,13,10
Andheri,Dombivli,16,10
Andheri,Vikhroli,43,20
Andheri,Kurla,12,10
Andheri,Grant Road,43,20
Andheri,Santacruz,2,5
Andheri,Byculla,48,20
Andheri,Wadala Road,11,10
Andheri,Marine Lines,28,15
Andheri,Dockyard Road,50,20
Andheri,Ghatkopar,7,5
Andheri,Mulund,5,5
Andheri,Nahur,38,20
Andheri,Thakurli,49,20
Andheri,Chunabhatti,20,10
Andheri,Mahalaxmi,25,15
Andheri,Currey Road,16,10
Andheri,Bhayandar,20,10
Andheri,Matunga Road,33,15
Andheri,Malad,31,15
Andheri,Chhatrapati Shivaji Maharaj Terminus,6,5
Andheri,Kopar,20,10
Andheri,Vile Parle,4,5
Andheri,Chinchpokli,13,10
Andheri,Kalyan Junction,43,20
Andheri,Lower Parel,35,15
Andheri,Masjid,40,20
Andheri,Mira Road,2,5
Andheri,Mumbra,24,15
Andheri,Tilak Nagar,28,15
Andheri,Sion,47,20
Andheri,Dahisar,13,10
Andheri,Prabhadevi,31,15
Andheri,Parel,13,10
Andheri,Chembur,47,20
Andheri,Sanpada,49,20
Andheri,Kanjur Marg,17,10
Andheri,Charni Road,27,15
Andheri,Diva Junction,48,20
Andheri,Ram Mandir,22,15
Andheri,Matunga,28,15
Andheri,Mankhurd,27,15
Andheri,Borivali,6,5
Andheri,Guru Tegh Bahadur Nagar,32,15
Andheri,Mumbai Central,48,20
Andheri,Bandra,33,15
Andheri,Sewri,36,20
Andheri,Vidyavihar,43,20
Andheri,Khar Road,36,20
Andheri,Kandivli,12,10
Andheri,Jogeshwari,4,5
Andheri,Cotton Green,27,15
Andheri,Panvel,40,20
Andheri,Bhandup,48,20
Andheri,Naigaon,13,10
Andheri,Churchgate,18,10
Andheri,Vashi,31,15
Andheri,Kalwa,21,15
Andheri,Reay Road,49,20
Andheri,Mahim Junction,3,5
Andheri,Thane,5,5
Andheri,Nallasopara,7,5
Andheri,Vasai Road,50,20
Andheri,Virar,1,5
Mumbra,Dadar,29,15
Mumbra,Goregaon,10,10
Mumbra,Sandhurst Road,36,20
Mumbra,Dombivli,9,5
Mumbra,Vikhroli,16,10
Mumbra,Kurla,35,15
Mumbra,Grant Road,20,10
Mumbra,Santacruz,25,15
Mumbra,Byculla,27,15
Mumbra,Wadala Road,14,10
Mumbra,Marine Lines,1,5
Mumbra,Dockyard Road,25,15
Mumbra,Ghatkopar,18,10
Mumbra,Mulund,28,15
Mumbra,Nahur,11,10
Mumbra,Thakurli,26,15
Mumbra,Chunabhatti,43,20
Mumbra,Mahalaxmi,48,20
Mumbra,Currey Road,9,5
Mumbra,Bhayandar,43,20
Mumbra,Matunga Road,42,20
Mumbra,Malad,4,5
Mumbra,Chhatrapati Shivaji Maharaj Terminus,19,10
Mumbra,Kopar,5,5
Mumbra,Vile Parle,21,15
Mumbra,Chinchpokli,12,10
Mumbra,Kalyan Junction,16,10
Mumbra,Lower Parel,40,20
Mumbra,Masjid,13,10
Mumbra,Mira Road,23,15
Mumbra,Andheri,24,15
Mumbra,Tilak Nagar,1,5
Mumbra,Sion,28,15
Mumbra,Dahisar,40,20
Mumbra,Prabhadevi,4,5
Mumbra,Parel,12,10
Mumbra,Chembur,28,15
Mumbra,Sanpada,26,15
Mumbra,Kanjur Marg,40,20
Mumbra,Charni Road,4,5
Mumbra,Diva Junction,27,15
Mumbra,Ram Mandir,3,5
Mumbra,Matunga,47,20
Mumbra,Mankhurd,48,20
Mumbra,Borivali,19,10
Mumbra,Guru Tegh Bahadur Nagar,43,20
Mumbra,Mumbai Central,27,15
Mumbra,Bandra,42,20
Mumbra,Sewri,9,5
Mumbra,Vidyavihar,32,15
Mumbra,Khar Road,39,20
Mumbra,Kandivli,13,10
Mumbra,Jogeshwari,27,15
Mumbra,Cotton Green,48,20
Mumbra,Panvel,35,15
Mumbra,Bhandup,27,15
Mumbra,Naigaon,12,10
Mumbra,Churchgate,45,20
Mumbra,Vashi,44,20
Mumbra,Kalwa,4,5
Mumbra,Reay Road,26,15
Mumbra,Mahim Junction,22,15
Mumbra,Thane,28,15
Mumbra,Nallasopara,30,15
Mumbra,Vasai Road,23,15
Mumbra,Virar,24,15
Tilak Nagar,Dadar,29,15
Tilak Nagar,Goregaon,42,20
Tilak Nagar,Sandhurst Road,36,20
Tilak Nagar,Dombivli,43,20
Tilak Nagar,Vikhroli,36,20
Tilak Nagar,Kurla,35,15
Tilak Nagar,Grant Road,20,10
Tilak Nagar,Santacruz,25,15
Tilak Nagar,Byculla,25,15
Tilak Nagar,Wadala Road,38,20
Tilak Nagar,Marine Lines,1,5
Tilak Nagar,Dockyard Road,27,15
Tilak Nagar,Ghatkopar,34,15
Tilak Nagar,Mulund,28,15
Tilak Nagar,Nahur,11,10
Tilak Nagar,Thakurli,26,15
Tilak Nagar,Chunabhatti,43,20
Tilak Nagar,Mahalaxmi,48,20
Tilak Nagar,Currey Road,43,20
Tilak Nagar,Bhayandar,9,5
Tilak Nagar,Matunga Road,10,10
Tilak Nagar,Malad,4,5
Tilak Nagar,Chhatrapati Shivaji Maharaj Terminus,33,15
Tilak Nagar,Kopar,47,20
Tilak Nagar,Vile Parle,31,15
Tilak Nagar,Chinchpokli,40,20
Tilak Nagar,Kalyan Junction,16,10
Tilak Nagar,Lower Parel,12,10
Tilak Nagar,Masjid,13,10
Tilak Nagar,Mira Road,29,15
Tilak Nagar,Andheri,28,15
Tilak Nagar,Mumbra,1,5
Tilak Nagar,Sion,24,15
Tilak Nagar,Dahisar,40,20
Tilak Nagar,Prabhadevi,4,5
Tilak Nagar,Parel,40,20
Tilak Nagar,Chembur,24,15
Tilak Nagar,Sanpada,26,15
Tilak Nagar,Kanjur Marg,40,20
Tilak Nagar,Charni Road,4,5
Tilak Nagar,Diva Junction,25,15
Tilak Nagar,Ram Mandir,49,20
Tilak Nagar,Matunga,5,5
Tilak Nagar,Mankhurd,4,5
Tilak Nagar,Borivali,33,15
Tilak Nagar,Guru Tegh Bahadur Nagar,9,5
Tilak Nagar,Mumbai Central,25,15
Tilak Nagar,Bandra,10,10
Tilak Nagar,Sewri,9,5
Tilak Nagar,Vidyavihar,20,10
Tilak Nagar,Khar Road,13,10
Tilak Nagar,Kandivli,39,20
Tilak Nagar,Jogeshwari,27,15
Tilak Nagar,Cotton Green,4,5
Tilak Nagar,Panvel,17,10
Tilak Nagar,Bhandup,25,15
Tilak Nagar,Naigaon,40,20
Tilak Nagar,Churchgate,45,20
Tilak Nagar,Vashi,8,5
Tilak Nagar,Kalwa,48,20
Tilak Nagar,Reay Road,26,15
Tilak Nagar,Mahim Junction,30,15
Tilak Nagar,Thane,28,15
Tilak Nagar,Nallasopara,30,15
Tilak Nagar,Vasai Road,23,15
Tilak Nagar,Virar,24,15
Sion,Dadar,6,5
Sion,Goregaon,19,10
Sion,Sandhurst Road,9,5
Sion,Dombivli,32,15
Sion,Vikhroli,39,20
Sion,Kurla,8,5
Sion,Grant Road,47,20
Sion,Santacruz,48,20
Sion,Byculla,50,20
Sion,Wadala Road,37,20
Sion,Marine Lines,24,15
Sion,Dockyard Road,48,20
Sion,Ghatkopar,41,20
Sion,Mulund,1,5
Sion,Nahur,34,15
Sion,Thakurli,49,20
Sion,Chunabhatti,16,10
Sion,Mahalaxmi,21,15
Sion,Currey Road,32,15
Sion,Bhayandar,16,10
Sion,Matunga Road,37,20
Sion,Malad,27,15
Sion,Chhatrapati Shivaji Maharaj Terminus,10,10
Sion,Kopar,28,15
Sion,Vile Parle,44,20
Sion,Chinchpokli,17,10
Sion,Kalyan Junction,39,20
Sion,Lower Parel,13,10
Sion,Masjid,36,20
Sion,Mira Road,46,20
Sion,Andheri,47,20
Sion,Mumbra,28,15
Sion,Tilak Nagar,24,15
Sion,Dahisar,17,10
Sion,Prabhadevi,27,15
Sion,Parel,35,15
Sion,Chembur,1,5
Sion,Sanpada,3,5
Sion,Kanjur Marg,13,10
Sion,Charni Road,31,15
Sion,Diva Junction,50,20
Sion,Ram Mandir,26,15
Sion,Matunga,32,15
Sion,Mankhurd,21,15
Sion,Borivali,42,20
Sion,Guru Tegh Bahadur Nagar,16,10
Sion,Mumbai Central,50,20
Sion,Bandra,15,10
Sion,Sewri,32,15
Sion,Vidyavihar,5,5
Sion,Khar Road,40,20
Sion,Kandivli,36,20
Sion,Jogeshwari,50,20
Sion,Cotton Green,31,15
Sion,Panvel,44,20
Sion,Bhandup,50,20
Sion,Naigaon,35,15
Sion,Churchgate,22,15
Sion,Vashi,17,10
Sion,Kalwa,25,15
Sion,Reay Road,3,5
Sion,Mahim Junction,7,5
Sion,Thane,1,5
Sion,Nallasopara,3,5
Sion,Vasai Road,46,20
Sion,Virar,47,20
Dahisar,Dadar,12,10
Dahisar,Goregaon,49,20
Dahisar,Sandhurst Road,25,15
Dahisar,Dombivli,48,20
Dahisar,Vikhroli,5,5
Dahisar,Kurla,24,15
Dahisar,Grant Road,31,15
Dahisar,Santacruz,14,10
Dahisar,Byculla,16,10
Dahisar,Wadala Road,3,5
Dahisar,Marine Lines,40,20
Dahisar,Dockyard Road,14,10
Dahisar,Ghatkopar,7,5
Dahisar,Mulund,17,10
Dahisar,Nahur,50,20
Dahisar,Thakurli,15,10
Dahisar,Chunabhatti,32,15
Dahisar,Mahalaxmi,37,20
Dahisar,Currey Road,48,20
Dahisar,Bhayandar,32,15
Dahisar,Matunga Road,31,15
Dahisar,Malad,43,20
Dahisar,Chhatrapati Shivaji Maharaj Terminus,8,5
Dahisar,Kopar,44,20
Dahisar,Vile Parle,10,10
Dahisar,Chinchpokli,1,5
Dahisar,Kalyan Junction,5,5
Dahisar,Lower Parel,29,15
Dahisar,Masjid,2,5
Dahisar,Mira Road,12,10
Dahisar,Andheri,13,10
Dahisar,Mumbra,40,20
Dahisar,Tilak Nagar,40,20
Dahisar,Sion,17,10
Dahisar,Prabhadevi,43,20
Dahisar,Parel,1,5
Dahisar,Chembur,17,10
Dahisar,Sanpada,15,10
Dahisar,Kanjur Marg,29,15
Dahisar,Charni Road,15,10
Dahisar,Diva Junction,16,10
Dahisar,Ram Mandir,42,20
Dahisar,Matunga,36,20
Dahisar,Mankhurd,37,20
Dahisar,Borivali,8,5
Dahisar,Guru Tegh Bahadur Nagar,32,15
Dahisar,Mumbai Central,16,10
Dahisar,Bandra,31,15
Dahisar,Sewri,48,20
Dahisar,Vidyavihar,21,15
Dahisar,Khar Road,28,15
Dahisar,Kandivli,2,5
Dahisar,Jogeshwari,16,10
Dahisar,Cotton Green,37,20
Dahisar,Panvel,24,15
Dahisar,Bhandup,16,10
Dahisar,Naigaon,1,5
Dahisar,Churchgate,6,5
Dahisar,Vashi,33,15
Dahisar,Kalwa,43,20
Dahisar,Reay Road,15,10
Dahisar,Mahim Junction,11,10
Dahisar,Thane,17,10
Dahisar,Nallasopara,19,10
Dahisar,Vasai Road,12,10
Dahisar,Virar,13,10
Prabhadevi,Dadar,32,15
Prabhadevi,Goregaon,45,20
Prabhadevi,Sandhurst Road,19,10
Prabhadevi,Dombivli,46,20
Prabhadevi,Vikhroli,39,20
Prabhadevi,Kurla,32,15
Prabhadevi,Grant Road,23,15
Prabhadevi,Santacruz,30,15
Prabhadevi,Byculla,28,15
Prabhadevi,Wadala Road,41,20
Prabhadevi,Marine Lines,4,5
Prabhadevi,Dockyard Road,30,15
Prabhadevi,Ghatkopar,37,20
Prabhadevi,Mulund,27,15
Prabhadevi,Nahur,8,5
Prabhadevi,Thakurli,29,15
Prabhadevi,Chunabhatti,40,20
Prabhadevi,Mahalaxmi,45,20
Prabhadevi,Currey Road,46,20
Prabhadevi,Bhayandar,12,10
Prabhadevi,Matunga Road,13,10
Prabhadevi,Malad,1,5
Prabhadevi,Chhatrapati Shivaji Maharaj Terminus,36,20
Prabhadevi,Kopar,50,20
Prabhadevi,Vile Parle,34,15
Prabhadevi,Chinchpokli,43,20
Prabhadevi,Kalyan Junction,13,10
Prabhadevi,Lower Parel,15,10
Prabhadevi,Masjid,10,10
Prabhadevi,Mira Road,32,15
Prabhadevi,Andheri,31,15
Prabhadevi,Mumbra,4,5
Prabhadevi,Tilak Nagar,4,5
Prabhadevi,Sion,27,15
Prabhadevi,Dahisar,43,20
Prabhadevi,Parel,43,20
Prabhadevi,Chembur,27,15
Prabhadevi,Sanpada,29,15
Prabhadevi,Kanjur Marg,15,10
Prabhadevi,Charni Road,7,5
Prabhadevi,Diva Junction,28,15
Prabhadevi,Ram Mandir,2,5
Prabhadevi,Matunga,8,5
Prabhadevi,Mankhurd,7,5
Prabhadevi,Borivali,36,20
Prabhadevi,Guru Tegh Bahadur Nagar,12,10
Prabhadevi,Mumbai Central,28,15
Prabhadevi,Bandra,13,10
Prabhadevi,Sewri,6,5
Prabhadevi,Vidyavihar,23,15
Prabhadevi,Khar Road,16,10
Prabhadevi,Kandivli,42,20
Prabhadevi,Jogeshwari,28,15
Prabhadevi,Cotton Green,7,5
Prabhadevi,Panvel,20,10
Prabhadevi,Bhandup,28,15
Prabhadevi,Naigaon,43,20
Prabhadevi,Churchgate,48,20
Prabhadevi,Vashi,11,10
Prabhadevi,Kalwa,1,5
Prabhadevi,Reay Road,29,15
Prabhadevi,Mahim Junction,33,15
Prabhadevi,Thane,27,15
Prabhadevi,Nallasopara,25,15
Prabhadevi,Vasai Road,20,10
Prabhadevi,Virar,31,15
Parel,Dadar,40,20
